onset	duration	trial_type	pmod_accuracy	image_fname
5.028339862823486	1.351100206375122	how_hand	1.0	H_007.jpg
6.678959846496582	1.4356701374053955	how_hand	1.0	H_532.jpg
8.429620027542114	1.2355098724365234	how_hand	1.0	H_474.jpg
9.980210065841675	1.84201979637146	how_hand	1.0	H_438.jpg
12.014309883117676	0.019930124282836914	how_hand	0.0	H_364.jpg
12.347769975662231	1.0487298965454102	how_hand	1.0	H_006.jpg
13.698279857635498	0.9512600898742676	how_hand	1.0	H_003.jpg
14.96543002128601	0.017760038375854492	how_hand	0.0	H_132.jpg
22.5516300201416	1.2944998741149902	why_hand	1.0	H_627.jpg
24.15224003791809	1.8815200328826904	why_hand	0.0	H_438.jpg
26.186339855194092	0.02667999267578125	why_hand	0.0	H_364.jpg
26.519799947738647	1.5849800109863281	why_hand	1.0	H_130.jpg
28.420520067214966	1.0250799655914307	why_hand	1.0	H_362.jpg
29.754349946975708	1.34128999710083	why_hand	1.0	H_007.jpg
31.404979944229126	0.9243900775909424	why_hand	1.0	H_167.jpg
32.63877987861633	1.3069000244140625	why_hand	1.0	H_019.jpg
41.6588499546051	0.9540998935699463	why_face	1.0	F_779.jpg
42.925999879837036	1.0031700134277344	why_face	1.0	F_593.jpg
44.24317002296448	0.8864898681640625	why_face	1.0	F_110.jpg
45.44361996650696	0.752190113067627	why_face	1.0	F_590.jpg
46.51068997383118	0.9850900173187256	why_face	1.0	F_692.jpg
47.811179876327515	0.635120153427124	why_face	1.0	F_759.jpg
48.761539936065674	0.7352399826049805	why_face	1.0	F_648.jpg
49.81193995475769	1.018470048904419	why_face	1.0	F_129.jpg
60.61601996421814	1.385390043258667	how_face	1.0	F_139.jpg
62.316669940948486	0.8350400924682617	how_face	1.0	F_712.jpg
63.46709990501404	0.6517701148986816	how_face	1.0	F_695.jpg
64.4341299533844	0.7179999351501465	how_face	1.0	F_758.jpg
65.46785998344421	0.6352200508117676	how_face	1.0	F_083.jpg
66.41822004318237	0.7183098793029785	how_face	1.0	F_759.jpg
67.45194005966187	0.8021500110626221	how_face	1.0	F_412.jpg
68.56903004646301	0.8605198860168457	how_face	1.0	F_593.jpg
78.1559898853302	0.9399399757385254	how_hand	1.0	H_136.jpg
